facility_name,facility_type_display,improved_water_supply,improved_sanitation,chalkboard_each_classroom_yn,num_tchrs_with_nce,num_tchr_full_time,num_students_total,num_classrms_total,phcn_electricity,num_toilets_total,num_students_male,num_students_female,num_tchrs_male,num_tchrs_female,date_of_survey,education_type,community,ward,management,sector,unique_lga,latitude,longitude,total_teacher,student_teacher_ratio,total_student
UBE primary school Bolan Kurama,Primary school only,False,False,False,1,5,251,6,False,0,111,140,4,1,2014-04-28,formal_only,Bolan Kurama,Damau,public,education,kaduna,10.79092151,8.51674359,5,50.2,251
Salvation Army School Ogidi-Olu,Pre-primary and Primary school combined,False,False,True,8,8,156,2,False,0,77,79,4,4,2011-06-08,Formal Only,Ogidi-olu,ward 2,public,education,oyo,7.5289660692215,4.06813323497772,8,19.5,156
LGEA PRIMARY SCHOOL NAFAN,Primary school only,True,False,False,2,5,463,6,False,0,250,213,3,2,2012-08-02,Formal Only,Nafan dredge,Rafan,public,education,plateau,9.57751766,8.98962397,5,92.6,463
Fyee mabum private sch,Pre-primary and Primary school combined,False,False,True,2,3,53,3,False,0,22,31,1,2,2012-08-04,Formal Only,Tenti,Butura,private,education,plateau,9.38372142,8.87383462,3,17.666666666666668,53
UBE pri sch,Primary school only,False,False,False,10,14,221,6,False,0,98,123,6,8,2012-09-09,Formal Only,Adunu,Adunu,public,education,niger,9.57676291465759,7.16781198978424,14,15.785714285714286,221
Moke Zenith Sec Sch,Junior Secondary school only,False,True,True,4,10,15,9,True,2,7,8,7,3,2012-05-30,Formal Only,Awori,Ota I,private,education,ogun,6.68435588,3.24311248,10,1.5,15
Ibrahim Bakur Alfallata,Pre-primary and Primary school combined,True,True,False,2,5,394,6,True,2,200,194,3,2,2014-04-14,integrated,Yankaba,Kawaji,public,education,kano,12.00757487,8.58038972,5,78.8,394
Community Sec. School,Junior and Senior Secondary school combined,False,True,False,10,22,789,13,True,2,338,451,10,12,2012-06-15,Formal Only,Umuogbuagu,Ii,public,education,enugu,7.0516735,7.42249237,22,35.86363636363637,789
Government Girls College Bokkos,Junior and Senior Secondary school combined,True,True,False,10,40,600,34,False,1,0,600,32,8,2012-08-04,Formal Only,Mabel,Butura,public,education,plateau,9.31704365,8.97077368,40,15.0,600
Egbune pry. Sch. Issele-uku,Pre-primary and Primary school combined,False,True,True,23,23,322,13,True,2,173,149,0,23,2012-09-07,Formal Only,Issele-uku,06,public,education,delta,6.31197134,6.47201892,23,14.0,322
"El-Shaddai Nursery and Primary School, Kota-Ekiti.",Primary and Junior Secondary school combined,True,False,True,10,18,133,8,False,0,58,75,6,12,2014-04-12,formal_only,Kota - Ekiti.,Kota Ward 5,private,education,ekiti,7.75542002,5.73367727,18,7.388888888888889,133
KUMI PRIMARU SCHOOL,Primary school only,True,False,False,2,3,143,3,False,0,106,37,3,0,2012-05-07,Formal Only,KUMI,KATANGA,public,education,jigawa,11.71199464,9.42775708,3,47.666666666666664,143
LGEA PRIMARY SCH,Primary school only,False,False,False,3,3,141,6,False,0,73,68,3,0,2012-05-29,Formal Only,OFENYA-ODOTITO,UGWOLAWO I,public,education,kogi,7.22499668598175,6.95398092269897,3,47.0,141
New Bethel Secondary School Achala Awka North,Junior Secondary school only,True,False,True,3,5,48,6,False,0,21,27,3,2,2011-03-22,Formal Only,Amadim,Achala ward 7,private,education,anambra,6.3215160369873,6.9824606180191,5,9.6,48
Ido community secondary school.Ido.,Junior Secondary school only,False,False,False,2,9,311,6,True,0,204,107,6,3,2012-07-12,Formal Only,Ido community.,12,public,education,rivers,4.74590318,6.84529842,9,34.55555555555556,311
"Our Lady of Fatima Nursery School, Ikot Abasi Akpan",Pre-primary school only,True,True,False,10,10,100,4,True,1,45,55,4,6,2012-08-28,Formal Only,Ikot Abasi Akpan,Ibiaku 2,private,education,akwa,4.83929514884949,7.77999937534332,10,10.0,100
The Salvation Army nur/primary school,Pre-primary school only,True,True,False,5,7,237,8,True,8,115,122,0,7,2012-09-10,Formal Only,Ago egba,F,public,education,lagos,6.48710514,3.38306927,7,33.857142857142854,237
Nawair U Deen Pry Sch Iju,Pre-primary and Primary school combined,True,False,True,14,18,438,10,False,2,217,221,4,14,2012-05-26,Formal Only,Iju,Iju,public,education,ogun,6.67902645,3.13773522,18,24.333333333333332,438
St. Jameses annex (united pry. Schl.,Pre-primary and Primary school combined,False,True,False,11,11,59,6,False,4,29,30,0,11,2012-07-17,Formal Only,Ijigba,7,public,education,ondo,7.20337531,5.21951967,11,5.363636363636363,59
MAJEN ABDU PS,Primary school only,False,False,True,2,4,1035,2,False,0,634,401,3,1,2012-07-27,Formal Only,MAJEN ABDU,AJIWA,public,education,katsina,12.95072702,7.70290334,4,258.75,1035
SUPERSTAR NUR.&PRY.SCH. IGBESA,Pre-primary and Primary school combined,False,True,True,11,16,320,8,False,6,145,175,3,13,2012-05-31,Formal Only,IGBESA,IGBESA,private,education,ogun,6.53602316,3.13256443,16,20.0,320
JSS Huyum,Junior Secondary school only,False,False,False,8,11,320,4,False,0,212,108,10,1,2012-09-09,Formal Only,Huyum,Dille/Huyu,public,education,borno,10.76695864,13.14991935,11,29.09090909090909,320
Alamuwa grammar school (junior),Junior Secondary school only,False,True,False,10,18,874,11,True,7,457,417,7,11,2012-05-26,Formal Only,Isalu,Ado odo 2,public,education,ogun,6.60087138,2.94724146,18,48.55555555555556,874
LGEA Umme,Primary school only,False,False,True,7,8,116,6,False,0,65,51,7,1,2012-09-07,Formal Only,Umme,Umme,public,education,nasarawa,8.74201904,8.57321448,8,14.5,116
Laden Primary School,Primary school only,False,False,True,2,12,324,7,False,0,174,150,3,9,2011-06-13,Formal Only,Laden,Tumu,public,education,gombe,9.95659053325653,11.0941475629807,12,27.0,324
Atilola   prim Secw  School,Primary and Junior Secondary school combined,False,False,False,10,12,54,13,False,0,34,20,8,4,2012-05-31,Formal Only,Kosubosu,Kosubosu,private,education,kwara,9.55202221870422,3.23261439800262,12,4.5,54
UBE JSS Inyon,Junior Secondary school only,False,True,True,4,10,80,3,False,2,42,38,10,0,2012-06-19,Formal Only,Mbalooso,Mbaazagee,public,education,benue,7.14740823,9.12990429,10,8.0,80
IQRA Nursery/Primary School,Pre-primary and Primary school combined,True,True,True,3,5,60,8,False,2,25,35,2,3,2014-05-07,formal_only,Isokan,Isokan Ward,private,education,ogun,6.80531666666667,3.19593333333333,5,12.0,60
Emmanuel Baptist church nursery/primary school ilora,Pre-primary and Primary school combined,False,True,True,8,9,108,8,True,3,50,58,3,6,2012-08-25,Formal Only,ilora,ilora 2,private,education,oyo,7.80762612819672,3.90562891960144,9,12.0,108
Sancta Crux Academy ,Junior and Senior Secondary school combined,False,False,True,7,21,576,14,True,8,246,330,14,7,2012-05-08,Formal Only,Umuelemai,Osuowerre Ward 1,private,education,imo,5.68231103,7.23950673,21,27.428571428571427,576
The Apostolic college junior sch 1,Junior Secondary school only,False,False,False,0,9,319,9,True,6,141,178,6,3,2012-05-01,Formal Only,Irojo,9,public,education,osun,7.61319797,4.75029293,9,35.44444444444444,319
Dorawarna-Aba,Pre-primary and Primary school combined,False,True,False,12,20,830,8,True,6,426,404,11,9,2012-06-16,Formal Only,Dorawar-Aba,Jido,public,education,kano,11.93427036,8.63172221,20,41.5,830
Sabon Garin Damagum Primary School,Primary school only,False,True,False,1,11,179,2,False,3,99,80,11,0,2011-06-11,Formal Only,Damagum,Damagum A,public,education,yobe,11.6792017221451,11.355893611908,11,16.272727272727273,179
Salavation Army Sch.,Pre-primary and Primary school combined,False,False,False,1,5,380,10,False,0,195,185,5,0,2012-05-25,Formal Only,Egudu Baale,Ketu,public,education,ogun,6.55178911,3.04342704,5,76.0,380
All Saint's Nursery/primary school.,Pre-primary and Primary school combined,False,True,False,17,30,806,19,False,5,402,404,3,27,2012-07-28,Formal Only,Ekwulobia,Ekwulobia 1,private,education,anambra,6.01667761802673,7.08790361881256,30,26.866666666666667,806
Echemama Primary School Ekka,Pre-primary and Primary school combined,True,False,False,7,9,296,9,False,0,139,157,4,5,2012-05-04,Formal Only,Ekka,Ekka,public,education,ebonyi,6.18153853,7.99451171,9,32.888888888888886,296
HOPE IN GOD NURSERY/PRIMARY SCHOOL,Pre-primary and Primary school combined,True,False,False,5,9,63,11,True,0,36,27,5,4,2014-04-03,formal_only,OBOTO,Ward 7,private,education,ondo,7.16708844,4.93825675,9,7.0,63
Community Primary School Ezza Obeagu,Primary school only,False,False,False,2,9,169,6,False,0,106,63,8,1,2012-05-02,Formal Only,Obeagu,Obeagu ward,public,education,ebonyi,6.63643937,7.69022483,9,18.77777777777778,169
Roman catholic mission pry schl,Primary school only,False,False,False,1,2,117,2,False,0,63,54,2,0,2012-05-25,Formal Only,Itire- Ere,Ere,public,education,ogun,6.52716506,2.92681799,2,58.5,117
TRINITY NURSERY PRIMARY SCHOOL,Pre-primary and Primary school combined,True,True,False,6,14,407,11,True,2,225,182,4,10,2012-05-26,Formal Only,UKWAJA,UKWAJA,private,education,kogi,7.11219229,6.74760394,14,29.071428571428573,407
Satellite Town Nursery/Primary School l,Pre-primary and Primary school combined,True,True,True,4,7,62,9,False,4,32,30,0,7,2012-06-07,Formal Only,Satellite Town,G,public,education,lagos,6.44816197,3.26076566,7,8.857142857142858,62
Methodist Primary School Angwa Ikampo,Primary school only,False,True,False,9,9,594,7,False,2,263,331,4,5,2012-09-10,Formal Only,Angwa Ikampo,Ojope,public,education,benue,7.62018492,7.87434236,9,66.0,594
Christ foundation college,Junior and Senior Secondary school combined,True,True,True,6,16,88,6,False,5,30,58,6,10,2014-04-05,formal_only,Egan,Ambasssdor Road,private,education,lagos,6.56624813,3.23980591,16,5.5,88
Coprehensive High Sch.Oke Ayo (Senior),Junior and Senior Secondary school combined,False,False,True,1,4,11,3,False,0,2,9,2,2,2011-05-14,Formal Only,Oke_Ayo,Ora,public,education,kwara,8.41800570487976,5.03596544265747,4,2.75,11
Minchika Primary School,Primary school only,False,True,False,3,4,164,6,False,8,90,74,4,0,2014-05-07,formal_only,Minchika,Minchika,public,education,bauchi,11.5939503908157,10.8745980262756,4,41.0,164
L.G.E.A primary school Giri,Primary school only,False,False,False,1,1,145,2,False,0,90,55,0,1,2012-07-15,Formal Only,Giri,Kupa North,public,education,kogi,8.52446525,6.29557508,1,145.0,145
Ube Primary School Unosi,Primary school only,False,True,True,4,10,750,6,False,3,550,200,4,6,2011-05-12,Formal Only,UNOSI,UNOSI,public,education,kogi,7.50107645988464,6.49523198604584,10,75.0,750
Todlerz primary school,Pre-primary school only,True,True,True,0,1,5,1,True,1,3,2,0,1,2012-08-24,Formal Only,Batoro,2,private,education,ogun,6.84805485,3.65265131,1,5.0,5
OAu internal sch,Junior and Senior Secondary school combined,True,True,True,2,75,956,20,True,40,500,456,40,35,2012-05-30,Formal Only,OAU campos,Ilare1,private,education,osun,7.51828847,4.53418829,75,12.746666666666666,956
"Nomadic Primary Sch, Kurmin Mata",Primary school only,False,False,False,3,3,58,3,False,0,40,18,1,2,2011-03-24,Formal Only,Ruga alhaji yamusa,Kwaturu,public,education,kaduna,9.66700315475464,8.00264954566956,3,19.333333333333332,58
LGEA Angwan jaka Kaza,Primary school only,False,True,False,1,3,519,2,False,1,322,197,3,0,2014-04-15,formal_only,Ungwan jaka Kaza,Kuya,public,education,kaduna,11.44638625,8.11158213,3,173.0,519
OKPUJIE PRY SCH EBELLE,Pre-primary and Primary school combined,False,False,False,22,22,55,12,False,4,20,35,2,20,2012-09-08,Formal Only,EBELLE,7,public,education,edo,6.50777399539948,6.22676968574524,22,2.5,55
METHODIST SECONDARY GRAMMAR SCHOOL 2 ELEKURO IBADAN,Junior Secondary school only,False,False,True,6,14,525,5,True,0,250,275,4,10,2012-09-08,Formal Only,ORITA APERIN,7,public,education,oyo,7.36540496349335,3.91492009162903,14,37.5,525
Nurul Quran,Pre-primary school only,False,False,False,0,2,150,4,False,0,100,50,2,0,2012-06-14,Religious Only,Kwaren Gamba,Kurawa,public,education,sokoto,13.44394095,6.28554537,2,75.0,150
Gov sec school  yaya,Senior Secondary school only,False,True,True,0,1,84,3,False,12,74,10,1,0,2012-09-11,Formal Only,Yaya,Yaya,public,education,katsina,12.4329234,8.06050506,1,84.0,84
ST THERESA PRIM SCHOOL MBARAKOM,Pre-primary and Primary school combined,True,False,False,28,34,555,19,False,0,288,267,12,22,2012-05-24,Formal Only,MBARAKOM,MBARAKOM,public,education,cross,5.267873,8.33595794,34,16.323529411764707,555
African church school,Pre-primary and Primary school combined,False,False,False,3,3,162,3,False,0,73,89,2,1,2012-05-29,Formal Only,Oniyanmo,Atan,public,education,ogun,6.75311319,3.10208058,3,54.0,162
U B E Primary School,Primary school only,False,False,False,2,2,54,4,False,0,28,26,2,0,2012-07-11,Formal Only,Evuntagi Chikan,Nuwankota,public,education,niger,9.51291024684906,6.17641389369965,2,27.0,54
"St. MichaelÃ¢ÂÂs Catholic Nursery and Primary School. Ojido, Ado -Ekiti.",Pre-primary and Primary school combined,False,True,True,13,13,87,8,False,3,41,46,5,8,2014-05-03,formal_only,Ado-Ekiti,Odo Ado Ward,public,education,ekiti,7.61607233,5.22628546,13,6.6923076923076925,87
Community primary school,Pre-primary and Primary school combined,False,False,False,4,4,37,3,False,0,14,23,1,3,2014-04-19,formal_only,Ibilekan,3,public,education,oyo,8.64106396,3.56832504,4,9.25,37
St John Ang. Pry Schl,Primary school only,True,True,False,9,10,242,15,False,6,132,110,2,8,2012-07-11,Formal Only,Oke odo,Oba ile ward 9,public,education,osun,7.91265463,4.57748435,10,24.2,242
RCM primary School Idada,Pre-primary and Primary school combined,False,False,False,9,11,532,12,False,0,318,214,7,4,2012-09-06,Formal Only,Idada,Oiji,public,education,benue,7.55725052,7.91140804,11,48.36363636363637,532
LGEA PRIMARY SCHOOL IBANA OKPO,Primary school only,True,True,False,10,10,285,9,False,3,145,140,6,4,2014-05-02,formal_only,IBANA OKPO,OKPO,public,education,kogi,7.23210813,7.58916798,10,28.5,285
Our lady of mercy catholic nursery/ primary school,Pre-primary and Primary school combined,True,True,True,5,12,261,9,True,4,127,134,4,8,2012-07-11,Integrated,Orerokpe,1,private,education,delta,5.63763279,5.88191493,12,21.75,261
Danganji Nomadic,Primary school only,False,False,True,1,2,162,2,False,0,90,72,2,0,2011-03-28,Formal Only,Nomadic Danganji,Gayam,public,education,kaduna,10.8068668842316,6.68934345245361,2,81.0,162
 L.G. PRY SCH. ORE AKINDE OTA,Pre-primary and Primary school combined,False,False,True,3,4,125,4,False,0,54,71,2,2,2012-05-29,Formal Only,ORE AKINDE OTA,IJU,public,education,ogun,6.61027843,3.11844829,4,31.25,125
ANGLICAN MODEL NURSERY/PRIMARY SCHOOL II,Pre-primary and Primary school combined,True,False,True,6,12,315,4,True,2,165,150,2,10,2012-06-06,Formal Only,AKESAN,G,public,education,lagos,6.53642696,3.22372096,12,26.25,315
Lallaba pry school,Primary school only,False,True,True,4,4,453,4,False,6,278,175,4,0,2012-07-27,Formal Only,Lallaba,Bakiyawa,public,education,katsina,12.90672353,7.46503486,4,113.25,453
azara central pry school,Pre-primary and Primary school combined,True,True,True,16,30,1524,16,False,6,914,610,27,3,2012-05-26,Formal Only,azara,azara,public,education,nasarawa,8.3611536026001,9.24500048160553,30,50.8,1524
Govt.day sec.sch. auyo,"Primary, Junior and Senior Secondary school combined",True,False,True,3,6,480,6,True,6,480,0,6,0,2012-06-15,Formal Only,Auyo,Auyo,public,education,jigawa,12.33615925,9.94250874,6,80.0,480
Jofab group of school,Junior Secondary school only,False,True,True,1,7,36,3,False,2,22,14,5,2,2012-07-11,Formal Only,Isinigbo,5,private,education,ondo,7.31626046,5.25000013,7,5.142857142857143,36
Redeemer Mont Sch,Pre-primary and Primary school combined,True,False,True,8,10,90,10,False,3,40,50,1,9,2012-09-11,Formal Only,Olakari,F,private,education,lagos,6.48607265,3.38427828,10,9.0,90
Ejikewu Pry Sch,Pre-primary and Primary school combined,False,True,True,8,14,722,27,False,3,357,365,2,12,2011-03-28,Formal Only,Etiti,Etiti,public,education,ebonyi,5.81206798553467,7.84717261791229,14,51.57142857142857,722
Iburo Nomadic Primary School,Primary school only,False,False,False,0,2,18,3,False,0,8,10,2,0,2012-09-10,Formal Only,Iburo,Galkogo,public,education,niger,10.06424195,6.73441732,2,9.0,18
Gss Digari,Junior Secondary school only,True,True,True,14,18,734,19,True,12,734,0,17,1,2011-03-22,Formal Only,Dakin Gari,Dakin Gari,public,education,kebbi,11.6349989175797,4.0607625246048,18,40.77777777777778,734
L G. Sch Totowu,Primary school only,False,False,True,5,5,321,2,False,0,152,169,2,3,2012-05-27,Formal Only,Totowu,Ejila,public,education,ogun,6.55302968,3.19612775,5,64.2,321
UBE pri.sch Binigi,Primary school only,False,False,False,1,5,159,2,False,0,106,53,5,0,2012-05-08,Formal Only,Binigi,Damau,public,education,kaduna,10.8756709098816,8.3676552772522,5,31.8,159
"Archdeacon Nwosu Memorial Secondary School,Ozubulu",Junior and Senior Secondary school combined,True,False,False,17,30,492,12,True,6,259,233,6,24,2012-06-16,Integrated,"Uruokwe,Egbema",4,private,education,anambra,5.95749056,6.85960112,30,16.4,492
Nice Nursery & Primary School,Pre-primary and Primary school combined,True,False,False,2,6,108,6,False,0,42,66,0,6,2014-04-28,formal_only,Ilua,8,private,education,oyo,7.99640054,3.41137781,6,18.0,108
U. A. M. C pry sch. Elemoki,Primary school only,False,False,False,1,3,104,6,False,0,54,50,3,0,2012-05-27,Formal Only,Elemoki,Alapoti,public,education,ogun,6.65148094,2.95723933,3,34.666666666666664,104
BAPTIST PRACTISING SCH A,Primary school only,True,True,True,31,34,1212,15,True,4,602,610,6,28,2012-09-10,Formal Only,SAGBA ABOGUNDE,2,public,education,osun,7.73504413,4.42543561,34,35.64705882352941,1212
Rice Farm School Peremabiri,Primary school only,False,False,False,2,3,120,6,False,0,55,65,3,0,2014-04-30,formal_only,Peremabiri,8,public,education,bayelsa,4.64754402637482,6.08336269855499,3,40.0,120
Freedom Christian Nursery & Primary School,Pre-primary and Primary school combined,False,True,False,3,7,160,9,True,2,71,89,4,3,2012-07-28,Formal Only,Low Cost,Gboko North,private,education,benue,7.35286741,8.99927034,7,22.857142857142858,160
Community Primary School Ilupye,Primary school only,True,False,False,13,17,515,6,False,1,284,231,0,17,2012-05-28,Formal Only,Iluoye. Sango Ota,Sango,public,education,ogun,6.71143602,3.26509686,17,30.294117647058822,515
Sarkin Noma Prm Sch.,Pre-primary and Primary school combined,False,True,False,12,20,1691,13,False,12,849,842,9,11,2012-08-24,Formal Only,Kofar Guga,Yamma 1,public,education,katsina,12.99600249,7.58525398,20,84.55,1691
A U D Primary School.,Primary school only,False,False,False,24,36,773,26,False,0,339,434,11,25,2012-05-26,Formal Only,Ijoko,Sango Ijoko,public,education,ogun,6.739944,3.26013298,36,21.47222222222222,773
GJSS Jak,Junior Secondary school only,False,True,True,5,6,185,3,False,2,61,124,5,1,2012-08-02,Formal Only,Jak,Langkang,public,education,plateau,9.2804753780365,9.30877268314362,6,30.833333333333332,185
